employer,num_workers
AFAH TECHNOLOGIES LLC,1
"AFFILIATED ENGINEERS, INC.",1
"AFNI, INC",1
"AFS TECHNOLOGIES, INC.",1
"AGAMA SOLUTIONS, INC.",1
"AGASTI, LLC",1
AGEATIA TECHNOLOGY CONSULTANCY SERVICES INC.,1
AGILE ENTERPRISE SOLUTIONS INC,1
"AGILE HEALTH, INC.",1
"AGILITY TECHNOLOGIES, LLC",1
"AGREEYA SOLUTIONS, INC.",1
"AHEAD, LLC.",1
"AIG PC GLOBAL SERVICES, INC.",1
AIM BIG INC.,1
"AIM CONSULTING GROUP, LLC",1
AIMTRON CORPORATION,1
"AIR EXPRESS INTERNATIONAL USA, INC. D/B/A/ DHL GLOBAL FORWARDING",1
AIR TOURS INC,1
"AIRGO, INC.",1
"AIRYSOFT, INC.",1
"AITA CONSULTING SERVICES, INC.",1
AJACE INC,1
"AKDO INTERTRADE,  INC.",1
AKHAN SEMICONDUCTOR INC.,1
AKZO NOBEL SERVICES INC.,1
"AKZO NOBEL SERVICES, INC.",1
AKZO NOBEL SURFACE CHEMISTRY LLC,1
ALAMDAR H BADER DDS PC,1
"ALAN D. LASKO & ASSOCIATES, PC",1
ALDI INC,1
ALEXIAN BROTHERS AMBULATORY GROUP,1
ALI KHAN DDS PC,1
"ALIVIO MEDICAL CENTER, INC",1
ALL CELL TECHNOLOGIES LLC,1
ALLEGIANCE TECHNOLOGIES LLC,1
ALLIANT CREDIT UNION,1
"ALLIED CONSULTING GROUP, INC",1
"ALLSCRIPTS HEALTHCARE, LLC",1
ALLTECH CONSULTING SERVICES INC,1
ALLTECH CONSULTING SERVICES INC.,1
"ALMA LASERS, INC.",1
ALPHA NET CONSULTING LLC,1
"ALPHABIT TRADING, LLC",1
ALSTOM GRID LLC,1
ALTEGRA HEALTH OPERATING COMPANY,1
ALTEGRA HEALTH OPERATING COMPANY LLC,1
"ALTIMA TECHNOLOGIES, INC",1
"ALTISCALE, INC.",1
"ALTSCHOOL, PBC",1
ALTUS GROUP US INC.,1
ALVAREZ & MARSAL PRIVATE EQUITY PERFORMANCE IMPVT GROUP,1
AMAZON CORPORATE LLC,1
"AMAZON WEB SERVICES, INC.",1
"AMBA SYSTEMS, LLC",1
AMBITECH ENGINEERING CORPORATION,1
"AMCOR RIGID PLASTICS USA, LLC",1
AMEREN ILLINOIS COMPANY,1
AMERICAN CHROME CHICAGO COMPANY,1
AMERICAN CONSULTING SOLUTIONS INC,1
AMERICAN DENTAL ASSOCIATION,1
AMERICAN FAMILY MUTUAL INSURANCE COMPANY,1
AMERICAN GEOENGINEERING INC.,1
AMERICAN HOTEL REGISTER COMPANY,1
AMERICAN INFORMATION TECHNOLOGY CORPORATION,1
AMERICAN MARKETING ASSOCIATION,1
AMERICAN METRO BANK,1
AMERICAN OIL CHEMISTS' SOCIETY,1
"AMERICAN PHARMACEUTICAL DRUGS, INC.",1
AMERICAN RETIREMENT CORPORATION,1
AMERICAN TAXI DISPATCH INC,1
AMERICAN VETERINARY MEDICAL ASSOCIATION,1
AMERISOFTPRO SYSTEMS LLC,1
AMERITECH GLOBAL INC.,1
"AMETHYST SEVEN, INC.",1
"AMIC GLOBAL, INC.",1
"AMIRIT TECHNOLOGIES, INC.",1
"AMITECH SOLUTIONS, INC.",1
AMITI CONSULTING CORPORATION,1
"AMITI CONSULTING, INC",1
"AMITI CONSULTING, INC.",1
AMPEL INC,1
AMPERE ELECTRIC CO.,1
AMPHENOL ANTENNA SOLUTIONS,1
"AMPHENOL T AND M ANTENNAS, INC.",1
AMPHION GLOBAL INC,1
AMR CONSULTING LLC.,1
AMSTED RAIL,1
AMTEX ENTERPRISES INC,1
"ANDREA LUEHMANN, LTD.",1
"ANDREWS-REITER EPILEPSY RESEARCH PROGRAM, INC.",1
ANIXTER INTERNATIONAL INC.,1
ANJUS LLC,1
"ANNET TECHNOLOGIES (USA), INC.",1
ANTRA INC.,1
"ANYLOGIC NORTH AMERICA, LLC",1
AON FIRE PROTECTION ENGINEERING,1
"AON RISK SERVICES CENTRAL, INC.",1
"APEX INFOSYSTEMS, INC.",1
"APEX IT SERVICES, LLC",1
APN CONSULTING INC.,1
"APOLLO GLOBAL, INC., AN APOLLO EDUCATION GROUP, INC. COMPANY",1
"APPDYNAMICS, INC.",1
APPLIED COMPUTER TECHNIQUES,1
APPNET GLOBAL INC,1
"APPSINTEGRATION, INC",1
"APTEK SOLUTIONS, INC.",1
APTIFY CORPORATION,1
APTINYX INC.,1
AQL TECHNOLOGIES INC.,1
"AQUA-AEROBIC SYSTEMS, INC.",1
"AQVISION INTERNATIONAL, INC",1
"ARCADIS U.S., INC",1
ARCH INTERNATIONAL GROUP INC,1
"ARCHER GREY, LLC",1
"ARCHITECTURAL CAST STONE, LLC",1
"ARCUS TECHNOLOGIES, INC.",1
ARDAGH GLASS INC.,1
"ARENS CONTROLS COMPANY, LLC",1
ARI PACKAGING LLC,1
"ARIA GROUP ARCHITECTS, INC.",1
ARIENS COMPANY,1
ARIFICS LLC,1
ARIISE LLC,1
ARIS GLOBAL LLC,1
ARISGLOBAL LLC,1
ARISTON TEK INC,1
"ARKA EXPRESS, INC",1
"ARKA EXPRESS, INC.",1
"ARKEMA, INC.",1
"ARKSTEK, INC.",1
ARMO CONSULTANTS,1
"ARRIS ENTERPRISES, INC.",1
"ARRIS TECHNOLOGY, INC.",1
"ARROWSTREAM, INC.",1
ARS & CIVITAS INC,1
ART OF MODERN DENTISTRY P.C.,1
ARTHUR J. GALLAGHER SERVICE COMPANY,1
ARUP NORTH AMERICA LTD.,1
ARVOS INC.,1
ASBURY COURT LLC,1
ASIAN HUMAN SERVICES,1
"ASIAN HUMAN SERVICES, INC.",1
ASICO LLC,1
ASM INFOTECH INC,1
"ASSI PLAZA CHICAGO, INC.",1
"ASSOCIATES OF INTEGRATED MEDICINE, LTD.",1
ASSOCIATES SYSTEMS LLC,1
"ASTELLAS PHARMA U.S., INC.",1
ASTIR IT SOLUTIONS INC,1
"AT&AMP;T SERVICES, INC.",1
ATGENE SCIENCE INTERNATIONAL,1
"ATLANTIC RESEARCH PARTNERS, INC.",1
"ATLAS WIRELESS AND TELECOMMUNICATION, INC.",1
"ATMI PRECAST, INC.",1
ATTAINICA LLC,1
"AUDIENCE, INC.",1
"AURICO REPORTS, LLC",1
AUROPRO SYSTEMS INC.,1
"AURORA STRATEGIES, INC.",1
AUTOCRAFT USA LLC,1
"AUTOMOTIVE EXTERIORS, LLC",1
AUTOMOTIVE ROBOTICS INC.,1
"AUTOMOTIVE TECHNOLOGY SYSTEMS, L.L.C.",1
"AUX SYSTEMS, INC",1
AVALON SOFTWARE SERVICES LLC,1
"AVANT CARE HOME HEALTH CARE, INC",1
"AVANT HEALTHCARE PROFESSIONALS, LLC",1
"AVANT, INC",1
"AVATAR SECURITIES, LLC.",1
AVERY DENNISON CORPORATION,1
"AVIAT U.S., INC.",1
AVIGHNA GLOBAL SOLUTIONS LLC,1
"AVIVA INVESTORS AMERICAS, LLC",1
"AXIS CAPITAL, INC.",1
AXIZ GROUP LLC.,1
AYA LOGISTICS INC.,1
AZAVAR TECHNOLOGIES CORPORATION,1
AZIMETRY INC.,1
AZMETRY INC.,1
BA TECHNOLINKS CORP,1
"BACKSTOP SOLUTIONS GROUP, LLC",1
"BAILY INTERNATIONAL, INC.",1
"BAILY, INC.",1
"BAIN & COMPANY, INC.",1
BAKER AND MCKENZIE GLOBAL SERVICES LLC,1
"BAKER TILLY VIRCHOW KRAUSE, LLP",1
"BAKER, KNAPP & TUBBS, INC.",1
"BALLY GAMING, INC. D/B/A BALLY TECHNOLOGIES, INC.",1
BALMORAL HOME INC.,1
"BALMORAL HOME, INC.",1
BAND OF SHOPPERS INC.,1
BANK ADMINISTRATION INSTITUTE,1
"BANNER & WITCOFF, LTD.",1
BARKAT CONSULTING INC,1
"BARRETT PROPERTY MANAGEMENT, INC.",1
BARRINGTON COMMUNITY UNIT SCHOOL DISTRICT 220,1
"BARRINGTON OBSTETRICS-GYNECOLOGY, LTD",1
"BARRY CALLEBAUT USA, INC.",1
"BARRY-WEHMILLER COMPANIES, INC.",1
"BASK MANAGEMENT, LLC",1
"BATES FINANCIAL ADVISORS, INC.",1
BAY BEE LLC,1
BAY VALLEY FOODS LLC,1
"BAYSER, INC.",1
BECKER SPECIALTY CORPORATION,1
BEE SALES COMPANY,1
BEI ELECTRONICS LLC DBA BROADCAST ELECTRONICS,1
"BEL AMERICAS, INC.",1
BELCAN SERVICES GROUP LTD PARTNERSHIP,1
BELLSOFT INC.,1
BELLY INC,1
"BENEFIT EXPRESS SERVICES, LLC",1
BENSENVILLE ANIMAL CLINIC INC.,1
BEST COMPUTER SYSTEMS INC,1
BEST COMPUTER SYSTEMS INC.,1
BESTVIEW INTERNATIONAL COMPANY,1
"BETTER MINDS CONSULTING, INC.",1
BEYOND MANAGEMENT INC.,1
"BGE, LTD.",1
"BHANINFO, INC.",1
"BHARAT PATEL, MD., S.C.",1
BIGMARKER.COM LLC,1
"BIGMARKER.COM, LLC",1
"BIO-MEDICAL APPLICATIONS OF ILLINOIS, INC., A FRESENIUS MEDICAL CARE N",1
"BIOFORTIS, INC",1
BIOINFO SYSTEMS LLC,1
"BISCO, INC.",1
BISON GEAR & ENGINEERING CORPORATION,1
BITOVI LLC,1
BIZNUSOFT INC,1
"BIZNUSSOFT, INC",1
"BIZZFACT, INC.",1
"BLESSING CORPORATE SERVICES, INC.",1
BLICK ART MATERIALS LLC,1
"BLICK ART MATERIALS, LLC",1
"BLINKFIRE ANALYTICS, INC.",1
BLOOMBERG TRADEBOOK LLC,1
BLUE CLOUD TECHS CORP,1
"BLUEPRINT RESEARCH GROUP, LLC",1
"BLUEVUE, INC.",1
BMO ASSET MANAGEMENT CORPORATION,1
BMO HARRIS BANK,1
"BMO HARRIS BANK, NA",1
BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA,1
"BODYSHOPBIDS, INC.",1
"BOFFI USA, INC.",1
BONA FIDE MANAGEMENT INC,1
BONAFIDE MANAGEMENT SYSTEMS INC,1
BOND CONSULTANTS LLC,1
"BOODELL & DOMANSKIS, LLC",1
"BOOMERANG COMMERCE, INC.",1
"BORG WARNER EMISSIONS SYSTEMS, INC.",1
BORGWARNER TRANSMISSION SYSTEMS LLC,1
BOSCH SOFTWARE INNOVATIONS CORPORATION,1
"BRAINTREE, INC.",1
"BRANCHFIRE, INC.",1
"BRAVOSOLUTION US, INC",1
"BRAVOSOLUTION US, INC.",1
"BRB MANAGEMENT, INC.",1
BRENTWOOD NORTH HEALTHCARE AND REHABILITATION CENTER,1
"BRIDGESTONE AMERICAS, INC.",1
BRINKS GILSON & LIONE,1
"BROEREN-RUSSO BUILDERS, INC.",1
BROOKFIELD INVESTMENT MANAGEMENT INC.,1
BROOKLYN CONSULTING GROUP INC.,1
BROWSE INFO SOLUTIONS INC,1
BRUEL & KJAER NORTH AMERICA INC.,1
"BRUNO BOUCHER, INC.",1
BRUSSELS AIRLINES,1
"BUNGE GLOBAL MARKETS, INC.",1
"BUNGE MILLING, INC.",1
"BUNGE OILS, INC.",1
"BURGOS TECHNOLOGY SERVICES, INC.",1
"BURO HAPPOLD, INC.",1
"BUSINESS INDUSTRIAL RESOURCES, INC.",1
BUSINESS POINTERS INCORPORATED,1
BUSINESS REPORTING MANAGEMENT SERVICES INC.,1
BUZZCLAN LLC,1
BV USA LLC,1
BYD AMERICA CORPORATION,1
BYTEFIELD INC,1
"BYTEFIELD, INC.",1
C&G SYSTEMS CORPORATION,1
C&S ROASTERS LLC,1
C-VISION INC,1
"C.H. JOHNSON CONSULTING, INC.",1
"CA SENIOR LIFESTYLE, LLC",1
"CADATASOFT, INC",1
CALANCE CORPORATION,1
CALIFORNIA INDEPENDENT SYSTEM OPERATOR CORPORATION,1
CAMBAY CONSULTING SERVICES LLC,1
"CAMBAY CONSULTING, LLC",1
"CAMBIUM NETWORKS, INC.",1
"CAMLIN POWER, INC.",1
"CANON BUSINESS PROCESS SERVICES, INC",1
CAPB INFOTEK LLC,1
"CAPITAL IQ, INC.",1
"CAPITAL MARKETS PLACEMENT, INC.",1
"CAPRICORN SYSTEMS, INC.",1
"CAPSTONE TEK, LLC",1
CARDIAC SURGERY ASSOCIATES SC,1
"CARDINAL HOLDINGS, LLC",1
CARDINAL INTELLECTUAL PROPERTY INC,1
CAREER EDUCATION CORPORATION,1
"CAREERBUILDER, LLC",1
CAREFORDE INC.,1
"CAREFUSION RESOURCES, LLC",1
CAREIT HEALTH LLC,1
"CAREMARK,LLC",1
"CAREVOYANT, INC.",1
"CAROL STREAM FITNESS, LLC",1
CARS.COM LLC,1
"CARS.COM, LLC",1
"CASCINO VAUGHAN LAW OFFICES, LTD",1
CASCO (USA) INC.,1
"CATALENT PHARMA SOLUTIONS, INC.",1
CATALYST ONLINE LLC,1
CATHERINE COOK SCHOOL,1
"CATT LYON DESIGN, INC.",1
CAUTELA INSTITUTE OF INFORMATICS AND TECHNOLOGY INC.,1
CAVALRY INC.,1
"CAVISSON SYSTEMS, INC.",1
CB&AMP;I INC.,1
CBRE INC.,1
"CC SERVICES, INC.",1
"CCS TECHNOLOGY GROUP, LLC",1
CCTY USA BEARING CO,1
CDH-DELNOR HEALTH SYSTEM,1
"CDI SOLUTIONS, INC.",1
CDM MEDIA USA,1
CDM SMITH INC.,1
CELERGO LLC,1
"CELERITAS CAPITAL, LLC",1
"CELLTRAK TECHNOLOGIES, INC.",1
"CELTIC INTERNATIONAL, LLC",1
CENTRAL ILLINOIS REGIONAL AIRPORT,1
CENTRAL NURSING AND REHAB CENTER,1
CENTRO MEDIA INC.,1
"CENTURY BUSINESS SERVICE, CORP.",1
"CEREBRAL TECHNOLOGIES, INC.",1
CEVA FREIGHT LLC,1
"CF INDUSTRIES ENTERPRISES, INC.",1
"CFE MEDIA, LLC",1
CHAGS HEALTH INFORMATION TECHNOLOGY LLC,1
"CHANDRA DIAGNOSTIC CARDIOLOGY, LTD.",1
CHANG CORPORATION,1
CHAPIN HALL CENTER FOR CHILDREN,1
"CHARLIE BAGGS, INC.",1
CHECKFREE SERVICES CORPORATION,1
"CHICAGO ADVISORS, LLC",1
"CHICAGO BEARS FOOTBALL CLUB, INC.",1
CHICAGO FUTABAKAI JAPANESE SCHOOL,1
"CHICAGO MERCANTILE EXCHANGE, INC.",1
CHICAGO METAL AND ROLLED PRODUCTS,1
CHICAGO RIDGE NURSING AND REHAB,1
CHICAGO RIDGE NURSING AND REHABILITATION CENTRE,1
"CHICAGO UPTOWN MEDICAL CENTER, S.C.",1
CHICAGO UPTOWN MEDICAL CENTERS SC,1
"CHICAGO WHITE SOX, LTD.",1
"CHICAGOLAND FOREIGN INVESTMENT GROUP, LLC",1
"CHICAGOLAND INTEGRATED PROFESSIONALS, INC",1
"CHILTERN INTERNATIONAL, INC.",1
CHINA CARGO AIRLINES LTD.,1
CHINA INTEROCEAN TRANSPORT INC.,1
CHINA JOURNAL,1
CHINA TELECOM (AMERICAS) CORPORATION,1
CHINAWISE BUSINESS CONSULTING LLC,1
CHINESE AMERICAN SERVICE LEAGUE,1
"CHINESE AMERICAN SERVICE LEAGUE, INC.",1
CHONG CAPITAL GROUP LLC,1
CHRYSLER GROUP LLC,1
"CHUNRI DESIGNER BOUTIQUE, INC.",1
CIORBA GROUP INC.,1
"CITA TECHNOLOGIES, LLC",1
CITGO PETROLEUM CORPORATION,1
CITY OF CHICAGO DEPARTMENT OF TRANSPORTATION,1
CIVANATIC CORP,1
CIVIC HEALTH CENTER LLC,1
"CIVIL &AMP; ENVIRONMENTAL CONSULTANTS, INC.",1
"CIVIL AND ENVIRONMENTAL CONSULTANTS, INC.",1
"CJBS, LLC",1
"CK INDUSTRIES, INC.",1
"CLAYCO, INC.",1
CLEARSTORY DATA INC.,1
"CLEARSTREAM.TV, INC.",1
"CLEVERBRIDGE, INC.",1
"CLEVERSAFE, INC.",1
"CLIENT FOCUS, LLC",1
"CLINICAL DATA SOLUTION, LLC",1
"CLIQUE STUDIOS, LLC",1
"CLOUD GATE CONSULTING, INC",1
CLOUD SHERPAS INC.,1
CLOUD SOFT INC,1
"CLOUD TECHNOLOGY PARTNERS, INC.",1
CLOUDGEN LLC,1
CLOUDIO INC.,1
CLOUDPOINT SYSTEMS INC,1
CLOUDRAY INC,1
"CMC AMERICAS, INC.",1
"CNET GLOBAL SOLUTIONS, INC.",1
CNO SERVICES LLC,1
"CNRSM CONSULTING, INC.",1
CNX CORPORATION,1
"COAST, INC.",1
COCO SOFT INC.,1
"CODE ACE SOLUTIONS, INC.",1
"CODIFYD, INC.",1
"COE TRUMAN INTERNATIONAL, LLC",1
"COEUR MINING, INC",1
COGENT INFOTECH CORPORATION,1
COHERENT TECHNOLOGY SOLUTIONS INC.,1
COLEMAN GROUP CONSULTING INCORPORATED,1
COLLABORATIVE LLC,1
COLLASYS LLC,1
COLLEGE OF AMERICAN PATHOLOGISTS,1
COLLEGE TOWN TUTOR LLC,1
COLUMBIA SUSSEX MANAGEMENT LLC,1
"COLUMBIA SUSSEX MANAGEMENT, LLC",1
COLUMN ENGINEERING LLC,1
COLUMN INFORMATION SECURITY LLC,1
"COLUMN INFORMATION SECURITY, LLC",1
"COLUMN TECHNOLOGICES, INC.",1
"COMBOAPP, INC.",1
"COMCAST CABLE COMMUNICATIONS, LLC",1
COMMERCIAL PLASTICS COMPANY,1
"COMMONWEALTH EDISON COMPANY, AN EXELON COMPANY",1
COMMSCOPE TECHNOLOGIES LLC,1
COMMUNITY ACCOUNTING SERVICES,1
COMMUNITY CONSOLIDATED SCHOOL DISTRICT 59,1
"COMMUNITY HEALTH AND EMERGENCY SERVICES, INC.",1
"COMMUNITY HEALTH CARE, INC.",1
COMMUNITY HEALTH IMPROVEMENT CENTER,1
COMMUNITY PHYSICAL THERAPY &AMP; ASSOCIATES,1
"COMMVAULT SYSTEMS, INC.",1
"COMPASS AUTOMATION, INC.",1
COMPROBASE INC.,1
"COMPROBASE, INC.",1
"COMPUCITY, INC.",1
"COMPUSYSTEMS, INC",1
"COMPUTEK SOLUTIONS, INC",1
COMPUTER GLOBAL SOLUTIONS INC,1
COMPUTHINK INC.,1
CONCENTRIC REALTY INC,1
"CONCEPTS INFORMATION TECHNOLOGY, INC",1
"CONCORD PROFESSIONAL SERVICES, LLC",1
CONFIANCE TECH SOLUTIONS,1
CONNER-WINFIELD CORP.,1
"CONNEX INFO SYSTEMS, INC.",1
CONSILIO LLC,1
"CONSOLIDATED PATHOLOGY CONSULTANTS, INC.",1
"CONSTRUCTION-CAD SOLUTIONS, INC.",1
"CONTENTSILO, INC.",1
"CONTINENTAL ANESTHESIA, LTD",1
"CONTINENTAL TIRE THE AMERICAS, LLC",1
CONTROLS GROUP USA INC.,1
"CONVERGENCE ACCELERATION SOLUTIONS, LLC",1
CONVERGEX EXECUTION SOLUTIONS LLC,1
CONVERSANT SOLUTIONS INC,1
"COOK M&A ADVISORY SERVICES, INC.",1
COOPER B-LINE,1
"CORBETT, DUNCAN &AMP; HUBLY, P.C.",1
"CORDOGAN, CLARK & ASSOCIATES, INC.",1
CORDOS DEVELOPMENT & ASSOCIATES LLC,1
"CORE IT SOLUTIONS, INC",1
CORECENTRIC SOLUTIONS INC.,1
CORECOMPETE LLC,1
"CORPORATE COMPUTER SOLUTIONS, LLC",1
CORPSYSTEMS LLC,1
"COSMOS MANUFACTURING, INC.",1
"COSTAR REALTY INFORMATION, INC.",1
COTTAGE DOOR PRESS LLC,1
COUGAR TECH,1
COUNTY OF MCHENRY SCHOOL DIST 50,1
COVALENT MARKETING LLC,1
"COVANT SOLUTIONS, INC.",1
COVETIT INC,1
"COVETIT, INC",1
"COZAD ASSET MANAGEMENT, INC.",1
"CPM MANAGEMENT, LLC",1
"CPSG SERVICES, LLC",1
CQUENT SYSTEMS INC.,1
"CRA INTERNATIONAL, INC.",1
"CRAWFORD, MURPHY & TILLY, INC.",1
CREDENTIALS INC.,1
CREDIT SUISSE ASSET MANAGEMENT LLC,1
CRESCENT ELECTRIC SUPPLY COMPANY,1
CROSSTREE INC,1
"CROSSVIEW, INC.",1
CRUX IT CONSULTING SERVICES LLC,1
CRYSTAL WINDOWS & DOORS IL CORP,1
"CS CABINET, LLC",1
"CSE SOFTWARE, INC.",1
CSG SERVICES,1
CSL BEHRING L.L.C.,1
CSTS TECHNOLOGIES INC,1
"CTEL, INC.",1
CTG INC OF ILLINOIS,1
CTI FIELD SERVICES INC.,1
CUBES TECHNOLOGIES,1
"CUBES TECHNOLOGIES, INC.",1
"CUBIC TRANSPORTATION SYSTEMS, INC.",1
"CULLINAN PROPERTIES, LTD.",1
CUMMINS EMISSION SOLUTIONS INC.,1
CUSTOM ASSEMBLY SOULTIONS INC.,1
CY LLC,1
CYBAGE SOFTWARE INC,1
"CYBER KORP, INC",1
"CYBERBRIDGE INETERNATIONAL, INC.",1
"CYBERBRIDGE INTERNATIONAL INC. D/B/A CREOSPAN, INC",1
"CYBERBRIDGE INTERNATIONAL, INC. D/B/A CREOSPAN, INC.",1
CYBERMASS SOLUTIONS INC,1
"CYBYTE, INC.",1
"CYCLONE GROUP, P.C.",1
"CYG TEC, INC.",1
CYMCO TECHNOLOGIES LLC,1
"CYRIX DATA SYSTEMS, LLC",1
D2D TECH SOLUTIONS LLC,1
"DAIEI TRADING-CHICAGO-CO., INC.",1
"DAKOTA SYSTEMS, INC.",1
"DALEY & TANG PARTNERS, LLC",1
DAMIAN CONSULTING INC,1
"DANA AUTOMOTIVE SYSTEMS GROUP, LLC",1
DASHIELL CORPORATION,1
DATA CONSULTANTS CORP.,1
"DATA SYSTEMS, INC.",1
DATA WAREHOUSE LABS INC,1
"DATA-CORE SYSTEMS, INC",1
DATABASE EDGE INCORPORATED,1
"DATAFORMIX TECHNOLOGIES, INC",1
"DATALOGIX TEXAS, INC.",1
"DATALYSYS, LLC",1
DATAMACH LLC,1
DATAMATICS GLOBAL SERVICES INC,1
DATAMETRICS SOFTWARE SYSTEMS INC,1
DATAVAIL CORPORATION,1
DAVID C. CHUA MDSC LTD.,1
"DAVID CAPITAL PARTNERS, LLC",1
DAVID M. LEWIS COMPANY LLC.,1
"DAVIDSON AND SCHILLER, LLC",1
"DAVIES, PACHECO & MURPHY ADVERTISING AGENCY INC.",1
DAVITA  INC.,1
DAVITA INC,1
DAVITA INC.,1
"DAVITA, INC.",1
DAYSTAR EDUCATION ASSOCIATION,1
"DEALER PRODUCT SERVICES, INC.",1
"DEAMERTEK CORPORATION, INC.",1
"DECAL WORKS, LLC.",1
"DECHEN CONSULTING GROUP, INC.",1
"DEEGIT, INC.",1
DEERE &AMP; COMPANY,1
DEERE AND COMPANY,1
DEIBEL LABORATORIES,1
DELAVAL INC.,1
DELIGHT CONSULTING SERVICES LLC.,1
DELL MARKETING L.P.,1
"DELL MARKETING, LP",1
"DELL SOFTWARE, INC.",1
DELL USA L.P.,1
DENTAL WHITE MANAGEMENT LLC,1
"DENTSU MCGARRY BOWEN, LLC",1
"DESIGN TOSCANO, INC.",1
"DESIGN WORKSHOP, INC",1
DESLAURIERS INC.,1
"DESTINY HEALTH MANAGEMENT, LLC",1
DEUTSCHE BANK SECURITIES INC.,1
DEVA CONCEPTS LLC,1
"DEVBOOTCAMP, INC.",1
"DEW SOFTWARE, INC.",1
DEXTER SOLUTIONS INC.,1
DHARNA SHAH ACOOUNTING & TAX SERV D/B/A SK TAX ASSOCIATES,1
"DIAMANTRA, INC.",1
DIAMOND BLADE WAREHOUSE INC.,1
"DIAMOND CORING COMPANIES, INC.",1
"DIAMOND DIE & BEVEL CUTTING, LLC",1
"DIASPARK, INC.",1
"DIGITAL INTELLIGENCE SYSTEMS, LLC",1
DIGITAL ITECHNOLOGY LLC,1
DILLINGER AMERICA INC.,1
DIMENSION DATA NORTH AMERICA,1
DINERS CLUB INTERNATIONAL LTD.,1
DIRECT FX TRADING PTY LTD,1
"DIVERSIFIED HOME CARE, INC.",1
DIVIHN INTEGRATION INC.,1
DIVINE IT SERVICES LLC,1
DIXON ENTERTAINMENT,1
DIXON ENTERTAINMENT LLC,1
DLA PIPER LLP (US),1
DMD MARKETING CORP.,1
"DMG MORI USA, INC.",1
"DNPR SERVICES, LLC",1
DOLPHIN SOLUTIONS INC,1
DOMINICAN UNIVERSITY,1
DOTS TECHNOLOGIES INC.,1
"DOW AGROSCIENCES, LLC",1
DOWIN ENTERPRISES (USA) INC.,1
"DRAGONSPEARS, INC.",1
DREAM TOWN PROPERTIES LLC,1
"DRESSLER & PETERS, LLC",1
DRINKER BIDDLE & REATH LLP,1
"DROP TANK, LLC",1
"DRYWALL MASTER TOOLS, INC.",1
"DSC LOGISTICS, INC.",1
"DSI SPACEFRAMES, INC.",1
"DSM SERVICES USA, INC.",1
DUBIN SINGER PC,1
"DUNAMIS CAPITAL PARTNERS, LLC",1
DUNKERMOTOREN USA INC.,1
DUNN SOLUTIONS GROUP,1
"DUNPAI INVESTMENT, LLC",1
DURAVANT LLC,1
"DURHAM SCHOOL SERVICES, LP",1
DYNAMIC MANUFACTURING INC.,1
"DYNAMIC MOTION CONTROL, INC.",1
DYNPRO INC.,1
"E-ASPIRE IT, LLC",1
E-IT PROFESSIONALS CORP.,1
"E.C. ORTIZ &AMP; CO., LLP",1
"E.G. DORN & ASSOCIATES, INC.",1
"E.H. WACHS, A DIVISION OF ITW",1
"E.ON GLOBAL COMMODITIES NORTH AMERICA, LLC",1
"E2 MANAGETECH, INC.",1
EAGLE MARKET MAKERS INC,1
EAGLERAIL CONTAINER LOGISTICS LLC,1
"EAGLERAIL CONTAINER LOGISTICS, LLC",1
"EASI, LLC",1
EAST BELLEVUE OWNER LLC,1
EASTERN ILLINOIS UNIVERSITY,1
EASTLAND FOOD CORPORATION,1
EBCO INC.,1
"EBS HEALTHCARE, INC.",1
"EBSCO INDUSTRIES, INC",1
ECLOUD LABS INC,1
ECOLAB INC,1
ECOLAB USA,1
ECOM SOLUTIONS INC,1
"ECS - MIDWEST, LLC",1
EDGE IT CORP,1
EDGE LIGHTING LLC,1
"EDGE SYSTEMS, LLC",1
"EDGEWATER TECHNOLOGY- RANZAL, LLC",1
EDGILE LLC,1
EDI LEADER LLC.,1
EDL CONSULTING LTD.,1
"EDL CONSULTING, LTD.",1
EDO INTERACTIVE,1
EDVENSWA TECH LLC,1
"EDWARDSVILLE MONTESSORI SOCIETY, INC.",1
"EFINITY MANAGEMENT GROUP, INC.",1
EG INNOVATIONS INC.,1
EIFER SOFTWARE SOLUTIONS INC.,1
"EINFOCHIPS, INC.",1
"EIS TECHNOLOGIES, INC.",1
EL VALOR CORPORATION,1
ELARA ENERGY SERVICES INC,1
"ELECTRO-MOTIVE DIESEL,  INC.",1
ELECTRONIC KNOWLEDGE INTERCHANGE COMPANY,1
ELITE INNOVATIVE SOLUTIONS INC,1
"ELOCUS TECHNICAL SERVICES, INC",1
EMAGE SOFTWARE SERVICES LLC,1
"EMBEDUR SYSTEMS, INC.",1
EMCO GEARS INC,1
EMERGENCY PHYSICIANS MEDICAL GROUP OF ILLINOIS,1
"EMERGENCY TWENTY FOUR, INC.",1
EMERGYS CORPORATION,1
EMINENCE CONSULTING INC,1
"EMINENCE IT SOLUTIONS, INC.",1
EMINENT SOFTWARE SERVICES,1
EMPRO SYSTEMS LLC,1
"EMTEC APPLICATION SERVICES, INC.",1
"EMTEC CONSULTING SERVICE, LLC",1
ENABLON NORTH AMERICA CORP,1
"ENCYCLOPEDIA BRITANNICA, INC.",1
ENDPOINT CLINICAL INC.,1
ENDUE CORP,1
ENDURANCE SERVICES LIMITED,1
"ENDURANCE WARRANTY SERVICES, LLC",1
"ENERCON SERVICES, INC.",1
ENERTREX CORPORATION,1
ENFUSION LLC,1
